id,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,AST,REB,ALL_STAR_APPEARANCES,PIE,PTS
1440,Eddie,Ehlers,Eddie Ehlers,"Ehlers, Eddie",E. Ehlers,eddie-ehlers,1923-03-10T00:00:00,Purdue,USA,Purdue/USA,75.00,198.00,1,14,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bulbs_ehlers,1947,1948,N,Y,Y,1947,1,3,1.80,,0.00,,9.14
97,Richie,Guerin,Richie Guerin,"Guerin, Richie",R. Guerin,richie-guerin,1932-05-29T00:00:00,Iona,USA,Iona/USA,76.00,195.00,12,19,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_richie_guerin,1956,1969,N,Y,Y,1954,2,17,5.00,5.00,6.00,,18.34
1887,Jim,Seminoff,Jim Seminoff,"Seminoff, Jim",J. Seminoff,jim-seminoff,1922-09-01T00:00:00,Southern California,USA,Southern California/USA,74.00,190.00,3,15,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_jim_seminoff,1946,1949,N,Y,Y,Undrafted,Undrafted,Undrafted,2.70,,0.00,,7.54
2364,George,Thompson,George Thompson,"Thompson, George",G. Thompson,george-thompson,1947-11-29T00:00:00,Marquette,USA,Marquette/USA,74.00,200.00,0,24,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_george_thompson,1974,1974,N,Y,Y,1969,5,66,3.10,2.50,0.00,,11.74
4377,Otis,Howard,Otis Howard,"Howard, Otis",O. Howard,otis-howard,1956-11-05T00:00:00,Austin Peay,USA,Austin Peay/USA,79.00,220.00,0,32,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_otis_howard,1978,1978,N,Y,Y,1978,4,80,0.40,2.90,0.00,,5.24
2581,Sekou,Doumbouya,Sekou Doumbouya,"Doumbouya, Sekou",S. Doumbouya,sekou-doumbouya,2000-12-23T00:00:00,Limoges,France,Limoges/France,80.00,230.00,1,45,Forward,Active,Y,1610612765,Pistons,DET,pistons,Detroit,sekou_doumbouya,2019,2020,Y,Y,Y,2019,1,15,0.60,2.20,,0.04,4.94
643,Jack,Parr,Jack Parr,"Parr, Jack",J. Parr,jack-parr,1936-03-13T00:00:00,Kansas State,USA,Kansas State/USA,81.00,220.00,0,16,Center,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_jack_parr,1958,1958,N,Y,Y,1958,10,70,0.80,4.20,0.00,,5.04
87,Kenny,Sailors,Kenny Sailors,"Sailors, Kenny",K. Sailors,kenny-sailors,1922-01-14T00:00:00,Wyoming,USA,Wyoming/USA,70.00,175.00,4,,Guard,Inactive,N,1610610032,Steamrollers,PRO,steamrollers,Providence,HISTADD_kenny_sailors,1946,1950,N,Y,Y,Undrafted,Undrafted,Undrafted,2.80,2.00,0.00,,13.64
2825,Coby,Dietrick,Coby Dietrick,"Dietrick, Coby",C. Dietrick,coby-dietrick,1948-07-23T00:00:00,San Jose State,USA,San Jose State/USA,83.00,220.00,6,25,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_coby_dietrick,1976,1982,N,Y,Y,1970,10,155,2.10,3.90,0.00,,7.14
2943,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,73.00,215.00,3,45,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,donovan_mitchell,2017,2020,N,Y,Y,2017,1,13,5.50,4.60,,0.13,26.44
1458,Sergei,Monia,Sergei Monia,"Monia, Sergei",S. Monia,sergei-monia,1983-04-15T00:00:00,CSKA Moscow,Russia,CSKA Moscow/Russia,80.00,220.00,0,,Forward,Inactive,N,0,,,,,sergei_monia,2005,2005,Y,Y,Y,2004,1,23,0.70,2.00,0.00,,4.04
917,Quincy,Miller,Quincy Miller,"Miller, Quincy",Q. Miller,quincy-miller,1992-11-18T00:00:00,Baylor,USA,Baylor/USA,81.00,210.00,3,34,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,quincy_miller,2012,2014,Y,Y,Y,2012,2,38,0.50,2.40,0.00,,5.34
298,John,Dillon,John Dillon,"Dillon, John",J. Dillon,john-dillon,1924-01-08T00:00:00,North Carolina,USA,North Carolina/USA,75.00,180.00,0,,Forward,Inactive,N,1610610036,Capitols,WAS,capitols,Washington,HISTADD_hooks_dillon,1949,1949,N,Y,Y,1948,None,None,0.20,,0.00,,2.64
3551,Mike,Mitchell,Mike Mitchell,"Mitchell, Mike",M. Mitchell,mike-mitchell,1956-01-01T00:00:00,Auburn,USA,Auburn/USA,79.00,215.00,9,34,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_mike_mitchell,1978,1987,N,Y,Y,1978,1,15,1.30,5.60,1.00,,20.84
2595,Chris,Boucher,Chris Boucher,"Boucher, Chris",C. Boucher,chris-boucher,1993-01-11T00:00:00,Oregon,Saint Lucia,Oregon/Saint Lucia,81.00,200.00,3,25,Forward-Center,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,chris_boucher,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.00,6.40,,0.13,14.84
2674,Ekpe,Udoh,Ekpe Udoh,"Udoh, Ekpe",E. Udoh,ekpe-udoh,1987-05-20T00:00:00,Baylor,USA,Baylor/USA,82.00,245.00,7,33,Center-Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,ekpe_udoh,2010,2018,N,Y,Y,2010,1,6,0.70,2.90,0.00,,4.54
1358,Ed,Earle,Ed Earle,"Earle, Ed",E. Earle,ed-earle,1927-04-28T00:00:00,Loyola-Chicago,USA,Loyola-Chicago/USA,75.00,190.00,0,6,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_ed_earle,1953,1953,N,Y,Y,Undrafted,Undrafted,Undrafted,0.00,1.00,0.00,,3.04
2931,Fred,Roberts,Fred Roberts,"Roberts, Fred",F. Roberts,fred-roberts,1960-08-14T00:00:00,Brigham Young,USA,Brigham Young/USA,82.00,218.00,12,,Forward,Inactive,N,0,,,,,fred_roberts,1983,1996,N,Y,Y,1982,2,27,1.20,2.80,0.00,,8.34
1103,George,Johnson,George Johnson,"Johnson, George",G. Johnson,george-johnson,1948-12-18T00:00:00,Dillard,USA,Dillard/USA,83.00,205.00,12,,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_george_t_johnson,1972,1985,N,Y,Y,1970,5,79,1.00,6.50,0.00,,5.84
3141,Fred,Taylor,Fred Taylor,"Taylor, Fred",F. Taylor,fred-taylor,1948-02-05T00:00:00,Texas-Pan American,USA,Texas-Pan American/USA,77.00,180.00,1,23,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_fred_taylor,1970,1971,N,Y,Y,1970,2,27,0.80,1.60,0.00,,5.44
4095,Dennis,Smith Jr.,Dennis Smith Jr.,"Smith Jr., Dennis",D. Smith Jr.,dennis-smith-jr,1997-11-25T00:00:00,North Carolina State,USA,North Carolina State/USA,74.00,205.00,3,0,Guard,Active,Y,1610612765,Pistons,DET,pistons,Detroit,dennis_smith jr.,2017,2020,N,Y,Y,2017,1,9,3.40,2.60,,0.10,8.14
750,Slick,Watts,Slick Watts,"Watts, Slick",S. Watts,slick-watts,1951-07-22T00:00:00,Xavier of Louisiana,USA,Xavier of Louisiana/USA,73.00,175.00,5,00,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_slick_watts,1973,1978,N,Y,Y,Undrafted,Undrafted,Undrafted,6.10,3.20,0.00,,9.94
4070,Marcelo,Huertas,Marcelo Huertas,"Huertas, Marcelo",M. Huertas,marcelo-huertas,1983-05-25T00:00:00,FC Barcelona,Brazil,FC Barcelona/Brazil,75.00,200.00,1,,Guard,Inactive,N,0,,,,,marcelo_huertas,2015,2016,N,Y,Y,Undrafted,Undrafted,Undrafted,3.10,1.50,0.00,,4.94
6,David,Benoit,David Benoit,"Benoit, David",D. Benoit,david-benoit,1968-05-09T00:00:00,Alabama,USA,Alabama/USA,80.00,220.00,6,21,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,david_benoit,1991,2000,N,Y,Y,Undrafted,Undrafted,Undrafted,0.60,4.00,0.00,,8.04
1522,Brett,Vroman,Brett Vroman,"Vroman, Brett",B. Vroman,brett-vroman,1955-12-25T00:00:00,UNLV,USA,UNLV/USA,84.00,220.00,0,52,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,HISTADD_brett_vroman,1980,1980,N,Y,Y,1978,4,87,0.80,2.30,0.00,,4.14
2571,Terence,Morris,Terence Morris,"Morris, Terence",T. Morris,terence-morris,1979-01-11T00:00:00,Maryland,USA,Maryland/USA,,,3,,,Inactive,N,0,,,,,terence_morris,2001,2008,N,Y,Y,2001,2,33,0.70,2.70,0.00,,4.44
3152,Isaiah,Wilson,Isaiah Wilson,"Wilson, Isaiah",I. Wilson,isaiah-wilson,1948-05-31T00:00:00,Baltimore,USA,Baltimore/USA,74.00,175.00,0,10,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_bunny_wilson,1971,1971,N,Y,Y,1971,2,29,0.90,1.00,0.00,,4.54
4216,Mike,Hall,Mike Hall,"Hall, Mike",M. Hall,mike-hall,1984-06-05T00:00:00,George Washington,USA,George Washington/USA,80.00,230.00,1,42,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,mike_hall,2006,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.50,1.00,0.00,,2.04
2572,Mychal,Thompson,Mychal Thompson,"Thompson, Mychal",M. Thompson,mychal-thompson,1955-01-30T00:00:00,Minnesota,USA,Minnesota/USA,82.00,226.00,11,43,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_mychal_thompson,1978,1990,N,Y,Y,1978,1,1,2.30,7.40,0.00,,14.74
3125,Damion,Lee,Damion Lee,"Lee, Damion",D. Lee,damion-lee,1992-10-21T00:00:00,Louisville,USA,Louisville/USA,77.00,210.00,3,1,Guard-Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,damion_lee,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.40,3.30,,0.10,7.74
4456,Moe,Becker,Moe Becker,"Becker, Moe",M. Becker,moe-becker,1917-02-24T00:00:00,Duquesne,USA,Duquesne/USA,73.00,185.00,0,,Guard,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_moe_becker,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,0.70,,0.00,,4.84
4182,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00, ,South Sudan,Athlete Institute Prep/South Sudan,84.00,221.00,4,,Forward-Center,Inactive,Y,0,,,,,thon_maker,2016,2020,N,Y,Y,2016,1,10,0.50,2.30,,0.13,4.84
1233,Jerome,Beasley,Jerome Beasley,"Beasley, Jerome",J. Beasley,jerome-beasley,1980-05-17T00:00:00,North Dakota,USA,North Dakota/USA,81.00,237.00,1,24,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,jerome_beasley,2003,2003,Y,Y,Y,2003,2,33,0.00,0.50,0.00,,2.04
1694,John,Edwards,John Edwards,"Edwards, John",J. Edwards,john-edwards,1981-07-31T00:00:00,Kent State,USA,Kent State/USA,84.00,275.00,2,54,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,john_edwards,2004,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.10,1.00,0.00,,2.54
3886,Andre,Moore,Andre Moore,"Moore, Andre",A. Moore,andre-moore,1964-07-02T00:00:00,Loyola-Chicago,USA,Loyola-Chicago/USA,81.00,215.00,0,53,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_andre_moore,1987,1987,N,Y,Y,1987,2,31,0.60,1.40,0.00,,3.44
3801,Bo,Erias,Bo Erias,"Erias, Bo",B. Erias,bo-erias,1932-07-30T00:00:00,Niagara,USA,Niagara/USA,75.00,220.00,0, ,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bo_erias,1957,1957,N,Y,Y,1954,5,43,1.40,4.60,0.00,,9.24
3849,John,Mills,John Mills,"Mills, John",J. Mills,john-mills,1919-09-07T00:00:00,Western Kentucky,USA,Western Kentucky/USA,80.00,203.00,0,,Center,Inactive,N,1610610031,Ironmen,PIT,ironmen,Pittsburgh,HISTADD_longjohn_mills,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,0.20,,0.00,,4.94
214,Anthony,Randolph,Anthony Randolph,"Randolph, Anthony",A. Randolph,anthony-randolph,1989-07-15T00:00:00,Louisiana State,USA,Louisiana State/USA,,,5,,,Inactive,N,0,,,,,anthony_randolph,2008,2016,N,Y,Y,2008,1,14,0.70,4.30,0.00,,8.14
613,Harry,Donovan,Harry Donovan,"Donovan, Harry",H. Donovan,harry-donovan,1926-09-10T00:00:00,Muhlenberg,USA,Muhlenberg/USA,74.00,180.00,0,16,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_harry_donovan,1949,1949,N,Y,Y,1949,2,None,0.80,,0.00,,6.64
1158,Roger,Strickland,Roger Strickland,"Strickland, Roger",R. Strickland,roger-strickland,1940-09-04T00:00:00,Jacksonville,USA,Jacksonville/USA,77.00,200.00,0,16,Forward,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_therifle_strickland,1963,1963,N,Y,Y,1963,1,7,0.00,0.00,0.00,,3.04
2734,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,udonis-haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,80.00,235.00,17,40,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003,2020,N,Y,Y,Undrafted,Undrafted,Undrafted,0.30,4.00,,0.10,4.04
1654,Bobby,Hurley,Bobby Hurley,"Hurley, Bobby",B. Hurley,bobby-hurley,1971-06-28T00:00:00,Duke,USA,Duke/USA,72.00,165.00,4,12,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,bobby_hurley,1993,1997,N,Y,Y,1993,1,7,3.30,1.10,0.00,,4.84
4064,Dillon,Brooks,Dillon Brooks,"Brooks, Dillon",D. Brooks,dillon-brooks,1996-01-22T00:00:00,Oregon,Canada,Oregon/Canada,79.00,225.00,3,24,Guard-Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,dillon_brooks,2017,2020,N,Y,Y,2017,2,45,2.60,3.00,,0.06,16.84
3553,Gabe,Vincent,Gabe Vincent,"Vincent, Gabe",G. Vincent,gabe-vincent,1996-06-14T00:00:00,California-Santa Barbara,USA,California-Santa Barbara/USA,75.00,200.00,1,2,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,gabe_vincent,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.30,1.20,,0.05,6.94
2538,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,75.00,185.00,11,30,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2020,N,Y,Y,2009,1,7,6.20,5.30,,0.18,30.04
3072,DeJuan,Wheat,DeJuan Wheat,"Wheat, DeJuan",D. Wheat,dejuan-wheat,1973-10-14T00:00:00,Louisville,USA,Louisville/USA,72.00,165.00,1,6,Guard,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,dejuan_wheat,1997,1998,N,Y,Y,1997,2,51,1.60,0.70,0.00,,4.34
3193,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,83.00,242.00,7,34,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013,2020,N,Y,Y,2013,1,15,6.40,11.70,,0.20,30.04
1298,Earl,Barron,Earl Barron,"Barron, Earl",E. Barron,earl-barron,1981-08-14T00:00:00,Memphis,USA,Memphis/USA,84.00,250.00,8,30,Forward-Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,earl_barron,2005,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.50,3.50,0.00,,5.64
3417,Herm,Gilliam,Herm Gilliam,"Gilliam, Herm",H. Gilliam,herm-gilliam,1946-05-05T00:00:00,Purdue,USA,Purdue/USA,75.00,190.00,7,3,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_herm_gilliam,1969,1976,N,Y,Y,1969,1,8,3.80,3.80,0.00,,11.84
1652,Francisco,Garcia,Francisco Garcia,"Garcia, Francisco",F. Garcia,francisco-garcia,1981-12-31T00:00:00,Louisville,Dominican Republic,Louisville/Dominican Republic,79.00,215.00,9,,Guard-Forward,Inactive,N,0,,,,,francisco_garcia,2005,2014,N,Y,Y,2005,1,23,1.40,2.60,0.00,,8.94
1171,John,Pritchard,John Pritchard,"Pritchard, John",J. Pritchard,john-pritchard,1927-01-23T00:00:00,Drake,USA,Drake/USA,81.00,220.00,0,,Center,Inactive,N,1610610037,Hawks,WAT,hawks,Waterloo,HISTADD_bigjohn_pritchard,1949,1949,N,Y,Y,1949,7,None,1.10,,0.00,,4.14
2623,Kurt,Nimphius,Kurt Nimphius,"Nimphius, Kurt",K. Nimphius,kurt-nimphius,1958-03-13T00:00:00,Arizona State,USA,Arizona State/USA,82.00,218.00,7,40,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_kurt_nimphius,1981,1989,N,Y,Y,1980,3,47,1.20,4.40,0.00,,7.44
2710,Jim,Price,Jim Price,"Price, Jim",J. Price,jim-price,1949-11-27T00:00:00,Louisville,USA,Louisville/USA,75.00,195.00,6,5,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_jim_price,1972,1978,N,Y,Y,1972,2,16,3.70,3.10,1.00,,11.04
291,Duane,Cooper,Duane Cooper,"Cooper, Duane",D. Cooper,duane-cooper,1969-06-25T00:00:00,Southern California,USA,Southern California/USA,73.00,185.00,1,10,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,duane_cooper,1992,1993,N,Y,Y,1992,2,36,2.00,0.70,0.00,,3.34
3144,Tyler,Dorsey,Tyler Dorsey,"Dorsey, Tyler",T. Dorsey,tyler-dorsey,1996-02-18T00:00:00,Oregon,USA,Oregon/USA,77.00,183.00,2,22,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyler_dorsey,2017,2018,Y,Y,Y,2017,2,41,1.30,2.30,0.00,,7.74
1833,Jeff,Ruland,Jeff Ruland,"Ruland, Jeff",J. Ruland,jeff-ruland,1958-12-16T00:00:00,Iona,USA,Iona/USA,82.00,240.00,7,50,Center,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_jeff_ruland,1981,1992,N,Y,Y,1980,2,25,3.00,10.20,1.00,,18.44
952,Dave,Sorenson,Dave Sorenson,"Sorenson, Dave",D. Sorenson,dave-sorenson,1948-07-08T00:00:00,Ohio State,USA,Ohio State/USA,80.00,225.00,2,35,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_sunshine_sorenson,1970,1972,N,Y,Y,1970,2,26,1.30,4.70,0.00,,9.14
181,Stanley,Jackson,Stanley Jackson,"Jackson, Stanley",S. Jackson,stanley-jackson,1970-10-10T00:00:00,Alabama-Birmingham,USA,Alabama-Birmingham/USA,75.00,185.00,0,7,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADD_stanley_jackson,1993,1993,N,Y,Y,Undrafted,Undrafted,Undrafted,0.90,1.60,0.00,,3.24
632,James,Southerland,James Southerland,"Southerland, James",J. Southerland,james-southerland,1990-04-28T00:00:00,Syracuse,USA,Syracuse/USA,80.00,215.00,0,31,Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,james_southerland,2013,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.00,2.00,0.00,,4.54
4037,Angel,Delgado,Angel Delgado,"Delgado, Angel",A. Delgado,angel-delgado,1994-11-20T00:00:00,Seton Hall,Dominican Republic,Seton Hall/Dominican Republic,82.00,245.00,1,31,Center,Inactive,N,1610612746,Clippers,LAC,clippers,LA,angel_delgado,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,0.00,2.00,0.00,,2.54
3055,Clarence,Glover,Clarence Glover,"Glover, Clarence",C. Glover,clarence-glover,1947-11-01T00:00:00,Western Kentucky,USA,Western Kentucky/USA,80.00,210.00,0,28,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_clarence_glover,1971,1971,N,Y,Y,1971,1,10,0.20,1.80,0.00,,3.64
3355,Cliff,Pondexter,Cliff Pondexter,"Pondexter, Cliff",C. Pondexter,cliff-pondexter,1954-09-15T00:00:00,Long Beach State,USA,Long Beach State/USA,81.00,233.00,2,41,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_cliff_pondexter,1975,1977,N,Y,Y,1974,1,16,1.10,3.80,0.00,,4.94
3673,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,miles-bridges,1998-03-21T00:00:00,Michigan State,USA,Michigan State/USA,78.00,225.00,2,0,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,miles_bridges,2018,2020,N,Y,Y,2018,1,12,2.00,5.60,,0.09,10.64
473,Aaron,Brooks,Aaron Brooks,"Brooks, Aaron",A. Brooks,aaron-brooks,1985-01-14T00:00:00,Oregon,USA,Oregon/USA,72.00,161.00,10,30,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,aaron_brooks,2007,2017,Y,Y,Y,2007,1,26,3.00,1.70,0.00,,10.74
1587,Lamar,Green,Lamar Green,"Green, Lamar",L. Green,lamar-green,1947-03-22T00:00:00,Morehead State,USA,Morehead State/USA,79.00,210.00,5,16,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_lamar_green,1969,1974,N,Y,Y,1969,3,33,0.70,6.40,0.00,,6.24
3153,Bob,Duffy,Bob Duffy,"Duffy, Bob",B. Duffy,bob-duffy,1922-07-05T00:00:00,Tulane,USA,Tulane/USA,76.00,175.00,0,17,Forward,Inactive,N,1610610025,Stags,CHS,stags,Chicago,HISTADD_bobjohn_duffy,1946,1946,N,Y,Y,1962,2,10,0.00,,0.00,,2.14
2301,Rodney,White,Rodney White,"White, Rodney",R. White,rodney-white,1980-06-28T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,81.00,230.00,4,3,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,rodney_white,2001,2004,N,Y,Y,2001,1,9,1.10,2.20,0.00,,8.14
300,Dan,Roundfield,Dan Roundfield,"Roundfield, Dan",D. Roundfield,dan-roundfield,1953-05-26T00:00:00,Central Michigan,USA,Central Michigan/USA,80.00,205.00,10,5,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_dan_roundfield,1976,1986,N,Y,Y,1975,2,28,2.20,9.70,1.00,,16.24
2038,Gary,Trent,Gary Trent,"Trent, Gary",G. Trent,gary-trent,1974-09-22T00:00:00,Ohio,USA,Ohio/USA,80.00,250.00,9,20,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,gary_trent,1995,2003,N,Y,Y,1995,1,11,1.00,4.50,0.00,,9.64
2171,Tremaine,Fowlkes,Tremaine Fowlkes,"Fowlkes, Tremaine",T. Fowlkes,tremaine-fowlkes,1976-04-11T00:00:00,Fresno State,USA,Fresno State/USA,80.00,220.00,3,,Forward,Inactive,N,0,,,,,tremaine_fowlkes,2001,2004,Y,Y,Y,1998,2,54,0.50,2.20,0.00,,3.94
136,Brooks,Thompson,Brooks Thompson,"Thompson, Brooks",B. Thompson,brooks-thompson,1970-07-19T00:00:00,Oklahoma State,USA,Oklahoma State/USA,76.00,193.00,3,,Guard,Inactive,N,0,,,,,brooks_thompson,1994,1997,N,Y,Y,1994,1,27,1.70,0.90,0.00,,5.54
3117,Bob,Wood,Bob Wood,"Wood, Bob",B. Wood,bob-wood,1921-10-07T00:00:00,Northern Illinois,USA,Northern Illinois/USA,70.00,,0,,Guard,Inactive,N,1610610033,Redskins,SHE,redskins,Sheboygan,HISTADD_bob_wood,1949,1949,N,Y,Y,Undrafted,Undrafted,Undrafted,0.20,,0.00,,2.24
3908,Bob,Williams,Bob Williams,"Williams, Bob",B. Williams,bob-williams,1931-05-12T00:00:00,Florida A&M,USA,Florida A&M/USA,78.00,230.00,1,33,Forward,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_bob_williams,1955,1956,N,Y,Y,Undrafted,Undrafted,Undrafted,0.30,2.50,0.00,,3.94
2493,Gary,Bradds,Gary Bradds,"Bradds, Gary",G. Bradds,gary-bradds,1942-07-26T00:00:00,Ohio State,USA,Ohio State/USA,80.00,210.00,1,33,Forward,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_tex_bradds,1964,1965,N,Y,Y,1964,1,3,0.50,2.10,0.00,,4.34
4380,Andre,Barrett,Andre Barrett,"Barrett, Andre",A. Barrett,andre-barrett,1982-02-21T00:00:00,Seton Hall,USA,Seton Hall/USA,70.00,173.00,4,,Guard,Inactive,N,0,,,,,andre_barrett,2004,2007,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.00,1.10,0.00,,4.34
3977,Kostas,Antetokounmpo,Kostas Antetokounmpo,"Antetokounmpo, Kostas",K. Antetokounmpo,kostas-antetokounmpo,1997-11-20T00:00:00,Dayton,Greece,Dayton/Greece,82.00,200.00,2,37,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,kostas_antetokounmpo,2018,2020,Y,Y,Y,2018,2,60,0.00,1.80,,0.05,2.24
985,Clifford,Robinson,Clifford Robinson,"Robinson, Clifford",C. Robinson,clifford-robinson,1966-12-16T00:00:00,Connecticut,USA,Connecticut/USA,82.00,245.00,17,30,Forward-Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,clifford_robinson,1989,2006,N,Y,Y,1989,2,36,2.20,4.60,1.00,,15.24
3866,Gene,Wiley,Gene Wiley,"Wiley, Gene",G. Wiley,gene-wiley,1937-11-12T00:00:00,Wichita State,USA,Wichita State/USA,82.00,210.00,3,12,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_gene_wiley,1962,1965,N,Y,Y,1962,2,15,0.80,7.30,0.00,,5.24
